#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Synergy String
92,Bryce Bleibtrey,,,,"Offense, Defense, Spot Up, Foul",Foul,00:00:32.2,,,Ithaca College,IC@RIT,01/16/2024,1,4:37,Bryce Bleibtrey,5 Bryce Bleibtrey > Spot-Up > Foul,
93,Bryce Bleibtrey,,,,"Offense, FTM",Free Throw,00:00:07.4,,,Ithaca College,IC@RIT,01/16/2024,1,4:37,Bryce Bleibtrey,5 Bryce Bleibtrey > Non Possession > Free Throw,
94,Bryce Bleibtrey,,,,"Offense, FTM",Free Throw,00:00:11.8,,,Ithaca College,IC@RIT,01/16/2024,1,4:37,Bryce Bleibtrey,5 Bryce Bleibtrey > Non Possession > Free Throw,
95,Chase Dickens,,,,"Offense, Iso, Spot Up, 3FGM, Assist",Make 3 Pts,00:00:18.3,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,4:14,Brock Bowen,11 Chase Dickens > ISO > Right > Drives Right > Defense Commits > Ball Delivered > 10 Brock Bowen > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,
96,Evan Cabral,,,,"Offense, P&R BH, Turnover",Turnover,00:00:13.0,,,Ithaca College,IC@RIT,01/16/2024,1,4:03,Evan Cabral,15 Evan Cabral > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Turnover,
97,Josiah Turner,,,,"Offense, Iso, 2FGM",Make 2 Pts,00:00:13.4,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,3:48,Josiah Turner,33 Josiah Turner > ISO > Top > Drives Left > To Basket > Make 2 Pts,
98,Aidan Holmes,,,,"Offense, Defense, Spot Up, 3FGm, Def Reb",Miss 3 Pts,00:00:21.2,,,Ithaca College,IC@RIT,01/16/2024,1,3:30,Aidan Holmes,3 Aidan Holmes > Spot-Up > Drives Left > Dribble Jumper > Long/3pt > Miss 3 Pts,
99,Josiah Turner,,,,"Offense, Defense, Iso, Spot Up, 2FGm, Def Reb",Miss 2 Pts,00:00:22.8,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,3:06,Brock Bowen,33 Josiah Turner > ISO > Top > Drives Right > Defense Commits > Ball Delivered > 10 Brock Bowen > Spot-Up > Drives Right > To Basket > Miss 2 Pts,
100,Aidan Holmes,,,,"Offense, Transition, 2FGM",Make 2 Pts,00:00:15.5,,,Ithaca College,IC@RIT,01/16/2024,1,2:56,Aidan Holmes,3 Aidan Holmes > Transition > Left Wing > To Basket > Make 2 Pts,
101,Keegan Ocorr,,,,"Offense, Defense, Turnover, Steal",Turnover,00:00:14.9,,,Rochester Institute of Technology Tigers,IC@RIT,01/16/2024,1,2:41,Keegan Ocorr,1 Keegan Ocorr > No Play Type > Turnover,
102,Logan Wendell,,,,"Offense, Defense, Transition, 2FGM, Foul",0 Pts,00:00:09.5,,,Ithaca College,IC@RIT,01/16/2024,1,2:39,Logan Wendell,1 Logan Wendell > Transition > Ballhandler > To Basket > Make 2 Pts Foul > 0 Pts,
103,Logan Wendell,,,,"Offense, Defense, FTm, Def Reb",Free Throw,00:00:10.3,,,Ithaca College,IC@RIT,01/16/2024,1,2:39,Logan Wendell,1 Logan Wendell > Non Possession > Free Throw,
